ID,Age,Gender,Military,Citizenship
2313,13.0,2.0,,1.0
2314,60.0,1.0,1.0,1.0
2315,33.0,1.0,2.0,1.0
2316,12.0,2.0,,2.0
2317,28.0,1.0,2.0,1.0
2318,80.0,2.0,1.0,1.0
2319,42.0,1.0,2.0,1.0
2320,0.0,1.0,,1.0
2321,17.0,2.0,2.0,1.0
2322,19.0,1.0,2.0,1.0
2323,19.0,2.0,2.0,1.0
2324,36.0,2.0,2.0,2.0
2325,73.0,1.0,2.0,1.0
2326,56.0,2.0,2.0,1.0
2327,19.0,2.0,2.0,1.0
2328,20.0,2.0,2.0,1.0
2329,31.0,2.0,2.0,2.0
2330,79.0,1.0,1.0,1.0
2331,,1.0,,1.0
2332,23.0,1.0,2.0,1.0
2333,36.0,1.0,2.0,1.0
2334,36.0,1.0,2.0,1.0
2335,40.0,2.0,2.0,1.0
2336,63.0,2.0,2.0,1.0
2337,62.0,1.0,2.0,1.0
2338,3.0,2.0,,1.0
2339,0.0,2.0,,1.0
2340,85.0,1.0,7.0,7.0
2341,12.0,1.0,,1.0
2342,74.0,1.0,1.0,1.0
2343,18.0,2.0,2.0,2.0
2344,60.0,1.0,2.0,1.0
2345,51.0,1.0,2.0,1.0
2346,66.0,1.0,1.0,1.0
2347,52.0,2.0,2.0,1.0
2348,1.0,1.0,,1.0
2349,64.0,1.0,2.0,2.0
2350,1.0,1.0,,1.0
2351,,2.0,,1.0
2352,32.0,2.0,2.0,1.0
2353,57.0,2.0,2.0,1.0
2354,1.0,1.0,,1.0
2355,85.0,1.0,2.0,1.0
2356,78.0,2.0,2.0,1.0
2357,28.0,1.0,2.0,1.0
2358,81.0,2.0,2.0,1.0
2359,0.0,1.0,,1.0
2360,64.0,2.0,2.0,1.0
2361,70.0,2.0,2.0,1.0
2362,23.0,1.0,2.0,1.0
2363,63.0,2.0,2.0,1.0
2364,32.0,1.0,1.0,1.0
2365,18.0,1.0,2.0,1.0
2366,74.0,1.0,1.0,1.0
2367,2.0,1.0,,1.0
2368,7.0,1.0,,1.0
2369,8.0,2.0,,1.0
2370,5.0,2.0,,1.0
2371,16.0,2.0,,1.0
2372,26.0,2.0,2.0,1.0
2373,59.0,2.0,2.0,1.0
2374,12.0,1.0,,2.0
2375,44.0,2.0,2.0,1.0
2376,61.0,1.0,2.0,2.0
2377,78.0,2.0,2.0,1.0
2378,16.0,1.0,,1.0
2379,15.0,1.0,,1.0
2380,15.0,1.0,,1.0
2381,0.0,2.0,,1.0
2382,0.0,1.0,,1.0
2383,0.0,2.0,,1.0
2384,73.0,1.0,2.0,1.0
2385,15.0,2.0,,1.0
2386,16.0,1.0,,1.0
2387,9.0,1.0,,1.0
2388,21.0,2.0,2.0,1.0
2389,17.0,1.0,2.0,1.0
2390,85.0,2.0,2.0,1.0
2391,69.0,2.0,2.0,1.0
2392,50.0,2.0,2.0,1.0
2393,4.0,2.0,,1.0
2394,8.0,1.0,,1.0
2395,65.0,2.0,2.0,1.0
2396,72.0,2.0,2.0,1.0
2397,17.0,1.0,2.0,1.0
2398,76.0,1.0,1.0,1.0
2399,41.0,2.0,2.0,2.0
2400,60.0,2.0,2.0,1.0
2401,24.0,1.0,2.0,1.0
2402,1.0,1.0,,1.0
2403,7.0,1.0,,1.0
2404,16.0,2.0,,2.0
2405,47.0,2.0,2.0,1.0
2406,3.0,1.0,,1.0
2407,37.0,1.0,1.0,1.0
2408,7.0,2.0,,1.0
2409,11.0,2.0,,1.0
2410,10.0,1.0,,1.0
2411,13.0,1.0,,1.0
2412,48.0,2.0,2.0,1.0
2413,48.0,2.0,2.0,1.0
2414,34.0,2.0,2.0,1.0
2415,6.0,2.0,,1.0
2416,79.0,1.0,1.0,1.0
2417,25.0,2.0,2.0,1.0
2418,50.0,2.0,2.0,1.0
2419,3.0,2.0,,1.0
2420,76.0,1.0,1.0,1.0
2421,30.0,2.0,2.0,1.0
2422,16.0,1.0,,1.0
2423,70.0,1.0,1.0,1.0
2424,8.0,1.0,,1.0
2425,0.0,1.0,,1.0
2426,82.0,2.0,2.0,1.0
2427,53.0,1.0,1.0,1.0
2428,1.0,1.0,,1.0
2429,58.0,1.0,2.0,2.0
2430,13.0,2.0,,1.0
2431,12.0,1.0,,1.0
2432,60.0,2.0,2.0,1.0
2433,5.0,2.0,,1.0
2434,21.0,1.0,2.0,2.0
2435,22.0,2.0,2.0,1.0
2436,14.0,1.0,,1.0
2437,14.0,2.0,,1.0
2438,16.0,1.0,,1.0
2439,42.0,2.0,2.0,1.0
2440,45.0,1.0,2.0,1.0
2441,52.0,1.0,2.0,1.0
2442,0.0,2.0,,1.0
2443,36.0,2.0,2.0,1.0
2444,1.0,1.0,,1.0
2445,43.0,1.0,2.0,2.0
2446,15.0,1.0,,2.0
2447,44.0,1.0,2.0,1.0
2448,5.0,1.0,,1.0
2449,24.0,2.0,2.0,1.0
2450,49.0,1.0,2.0,1.0
2451,59.0,2.0,2.0,1.0
2452,6.0,1.0,,1.0
2453,11.0,1.0,,1.0
2454,42.0,1.0,2.0,1.0
2455,22.0,1.0,2.0,1.0
2456,40.0,2.0,2.0,1.0
2457,26.0,1.0,2.0,1.0
2458,62.0,2.0,2.0,1.0
2459,0.0,1.0,,1.0
2460,16.0,2.0,,1.0
2461,19.0,2.0,2.0,1.0
2462,14.0,2.0,,1.0
2463,32.0,2.0,2.0,1.0
2464,19.0,2.0,2.0,1.0
2465,85.0,1.0,2.0,1.0
2466,3.0,1.0,,1.0
2467,21.0,2.0,2.0,1.0
2468,18.0,1.0,2.0,2.0
2469,15.0,1.0,,1.0
2470,22.0,2.0,2.0,2.0
2471,51.0,2.0,2.0,1.0
2472,21.0,1.0,2.0,1.0
2473,82.0,2.0,2.0,1.0
2474,17.0,1.0,2.0,1.0
2475,35.0,2.0,2.0,1.0
2476,41.0,1.0,2.0,2.0
2477,49.0,2.0,2.0,1.0
2478,48.0,2.0,2.0,1.0
2479,47.0,2.0,2.0,1.0
2480,79.0,1.0,1.0,1.0
2481,0.0,1.0,,1.0
2482,17.0,2.0,2.0,1.0
2483,50.0,2.0,2.0,1.0
2484,28.0,2.0,2.0,1.0
2485,46.0,1.0,2.0,1.0
2486,19.0,1.0,2.0,2.0
2487,12.0,1.0,,1.0
2488,81.0,1.0,2.0,2.0
2489,0.0,1.0,,1.0
2490,17.0,2.0,2.0,1.0
2491,82.0,1.0,1.0,1.0
2492,42.0,1.0,2.0,1.0
2493,1.0,2.0,,1.0
2494,20.0,1.0,2.0,1.0
2495,24.0,1.0,2.0,2.0
2496,64.0,2.0,2.0,1.0
2497,18.0,1.0,2.0,1.0
2498,5.0,2.0,,1.0
2499,18.0,2.0,2.0,1.0
2500,50.0,2.0,2.0,1.0
2501,11.0,2.0,,1.0
2502,3.0,1.0,,1.0
2503,14.0,2.0,,2.0
2504,36.0,2.0,2.0,2.0
2505,74.0,1.0,2.0,1.0
2506,1.0,1.0,,1.0
2507,0.0,1.0,,1.0
2508,33.0,2.0,2.0,1.0
2509,1.0,2.0,,1.0
2510,29.0,2.0,2.0,1.0
2511,10.0,1.0,,1.0
2512,56.0,1.0,2.0,1.0
2513,6.0,1.0,,1.0
2514,14.0,2.0,,1.0
2515,3.0,1.0,,1.0
2516,11.0,2.0,,1.0
2517,69.0,2.0,2.0,2.0
2518,14.0,1.0,,1.0
2519,103.0,1.0,,9.0
2520,37.0,2.0,2.0,1.0
2521,3.0,1.0,,1.0
2522,25.0,1.0,2.0,2.0
2523,,1.0,,1.0
2524,54.0,2.0,2.0,1.0
2525,15.0,2.0,,1.0
2526,0.0,1.0,,1.0
2527,29.0,2.0,2.0,1.0
2528,82.0,1.0,1.0,1.0
2529,,1.0,,1.0
2530,36.0,2.0,2.0,1.0
2531,84.0,1.0,1.0,1.0
2532,43.0,1.0,2.0,1.0
2533,2.0,2.0,,1.0
2534,0.0,1.0,,1.0
2535,14.0,1.0,,1.0
2536,20.0,2.0,2.0,2.0
2537,6.0,2.0,,1.0
2538,11.0,2.0,,1.0
2539,14.0,2.0,,1.0
2540,4.0,2.0,,1.0
2541,0.0,1.0,,1.0
2542,43.0,1.0,2.0,2.0
2543,0.0,2.0,,1.0
2544,37.0,2.0,2.0,1.0
2545,10.0,2.0,,1.0
2546,67.0,2.0,2.0,1.0
2547,11.0,1.0,,1.0
2548,77.0,2.0,2.0,1.0
2549,4.0,2.0,,1.0
2550,28.0,1.0,2.0,1.0
2551,72.0,2.0,2.0,1.0
2552,35.0,2.0,2.0,1.0
2553,40.0,1.0,2.0,1.0
2554,7.0,2.0,,1.0
2555,14.0,1.0,,1.0
2556,52.0,2.0,2.0,1.0
2557,78.0,1.0,2.0,1.0
2558,18.0,1.0,2.0,2.0
2559,8.0,2.0,,1.0
2560,54.0,1.0,2.0,1.0
2561,18.0,1.0,2.0,1.0
2562,6.0,2.0,,1.0
2563,2.0,2.0,,1.0
2564,15.0,2.0,,1.0
2565,18.0,1.0,2.0,1.0
2566,17.0,1.0,2.0,1.0
2567,16.0,1.0,,1.0
2568,12.0,1.0,,2.0
2569,65.0,2.0,2.0,1.0
2570,16.0,1.0,,2.0
2571,85.0,2.0,2.0,1.0
2572,81.0,2.0,2.0,1.0
2573,,1.0,,1.0
2574,31.0,2.0,2.0,1.0
2575,43.0,1.0,2.0,1.0
2576,1.0,1.0,,1.0
2577,18.0,2.0,2.0,1.0
2578,41.0,1.0,2.0,2.0
2579,47.0,1.0,2.0,1.0
2580,13.0,2.0,,1.0
2581,36.0,2.0,2.0,2.0
2582,4.0,2.0,,1.0
2583,70.0,2.0,2.0,1.0
2584,12.0,2.0,,2.0
2585,19.0,1.0,2.0,1.0
2586,21.0,1.0,2.0,1.0
2587,12.0,1.0,,1.0
2588,27.0,2.0,2.0,2.0
2589,18.0,1.0,2.0,1.0
2590,24.0,2.0,2.0,1.0
2591,29.0,2.0,2.0,2.0
2592,10.0,1.0,,1.0
2593,12.0,2.0,,1.0
2594,1.0,1.0,,1.0
2595,1.0,1.0,,1.0
2596,73.0,1.0,9.0,1.0
2597,37.0,2.0,2.0,1.0
2598,65.0,2.0,2.0,1.0
2599,85.0,2.0,2.0,2.0
2600,11.0,1.0,,1.0
2601,55.0,1.0,2.0,1.0
2602,48.0,1.0,2.0,1.0
2603,27.0,2.0,2.0,1.0
2604,0.0,2.0,,1.0
2605,64.0,2.0,2.0,1.0
2606,3.0,1.0,,1.0
2607,10.0,2.0,,1.0
2608,47.0,2.0,2.0,1.0
2609,74.0,2.0,2.0,1.0
2610,,1.0,,1.0
2611,16.0,1.0,,1.0
2612,28.0,1.0,2.0,2.0
2613,32.0,2.0,2.0,1.0
2614,19.0,1.0,2.0,1.0
2615,72.0,1.0,1.0,1.0
2616,18.0,1.0,2.0,1.0
2617,66.0,2.0,2.0,2.0
2618,8.0,1.0,,1.0
2619,1.0,2.0,,1.0
2620,73.0,1.0,1.0,1.0
2621,32.0,1.0,2.0,1.0
2622,2.0,1.0,,1.0
2623,13.0,2.0,,1.0
2624,13.0,2.0,,1.0
2625,56.0,2.0,2.0,1.0
2626,11.0,2.0,,1.0
2627,3.0,1.0,,1.0
2628,15.0,2.0,,1.0
2629,2.0,1.0,,1.0
2630,49.0,1.0,7.0,1.0
2631,18.0,1.0,2.0,2.0
2632,11.0,2.0,,1.0
2633,46.0,1.0,2.0,2.0
2634,74.0,2.0,2.0,1.0
2635,18.0,1.0,2.0,2.0
2636,47.0,1.0,2.0,1.0
2637,9.0,2.0,,1.0
2638,52.0,1.0,2.0,1.0
2639,6.0,1.0,,1.0
2640,2.0,2.0,,1.0
2641,33.0,2.0,2.0,1.0
2642,14.0,1.0,,1.0
2643,62.0,2.0,2.0,1.0
2644,26.0,2.0,2.0,1.0
2645,65.0,1.0,2.0,1.0
2646,18.0,1.0,2.0,2.0
2647,13.0,1.0,,1.0
2648,2.0,2.0,,1.0
2649,0.0,1.0,,1.0
2650,42.0,2.0,2.0,1.0
2651,5.0,1.0,,1.0
2652,14.0,1.0,,2.0
2653,56.0,2.0,2.0,1.0
2654,32.0,2.0,2.0,1.0
2655,47.0,1.0,2.0,1.0
2656,4.0,1.0,,1.0
2657,15.0,1.0,,1.0
2658,51.0,2.0,2.0,1.0
2659,22.0,2.0,2.0,1.0
2660,42.0,1.0,1.0,1.0
2661,33.0,1.0,2.0,1.0
2662,35.0,1.0,2.0,1.0
2663,32.0,1.0,2.0,1.0
2664,6.0,1.0,,1.0
2665,0.0,2.0,,1.0
2666,85.0,1.0,2.0,1.0
2667,16.0,2.0,,1.0
2668,19.0,2.0,2.0,1.0
2669,40.0,1.0,2.0,1.0
2670,0.0,1.0,,1.0
2671,39.0,1.0,2.0,1.0
2672,,1.0,,1.0
2673,67.0,2.0,2.0,1.0
2674,18.0,2.0,2.0,1.0
2675,40.0,1.0,2.0,1.0
2676,5.0,2.0,,1.0
2677,12.0,2.0,,1.0
2678,78.0,2.0,2.0,1.0
2679,43.0,2.0,2.0,1.0
2680,37.0,1.0,2.0,1.0
2681,15.0,1.0,,1.0
2682,52.0,2.0,2.0,1.0
2683,14.0,2.0,,1.0
2684,70.0,2.0,2.0,1.0
2685,37.0,1.0,1.0,1.0
2686,84.0,2.0,2.0,1.0
2687,84.0,1.0,2.0,1.0
2688,16.0,2.0,,1.0
2689,17.0,1.0,2.0,1.0
2690,12.0,1.0,,1.0
2691,7.0,2.0,,1.0
2692,40.0,2.0,2.0,1.0
2693,14.0,2.0,,1.0
2694,67.0,1.0,1.0,1.0
2695,16.0,1.0,,1.0
2696,84.0,2.0,2.0,1.0
2697,39.0,2.0,2.0,1.0
2698,1.0,2.0,,1.0
2699,45.0,2.0,2.0,1.0
2700,75.0,2.0,2.0,1.0
2701,69.0,1.0,1.0,1.0
2702,61.0,1.0,2.0,1.0
2703,18.0,1.0,2.0,2.0
2704,22.0,2.0,2.0,1.0
2705,30.0,1.0,2.0,1.0
2706,1.0,1.0,,1.0
2707,11.0,2.0,,1.0
2708,14.0,2.0,,1.0
2709,60.0,1.0,1.0,1.0
2710,19.0,1.0,2.0,1.0
2711,72.0,2.0,2.0,1.0
2712,49.0,1.0,2.0,2.0
2713,68.0,2.0,2.0,1.0
2714,65.0,1.0,2.0,2.0
2715,12.0,2.0,,1.0
2716,20.0,1.0,2.0,1.0
2717,10.0,2.0,,1.0
2718,,1.0,,1.0
2719,19.0,1.0,2.0,2.0
2720,19.0,1.0,2.0,1.0
2721,77.0,2.0,2.0,1.0
2722,2.0,2.0,,1.0
2723,66.0,1.0,2.0,1.0
2724,10.0,2.0,,1.0
2725,49.0,2.0,2.0,1.0
2726,60.0,2.0,2.0,1.0
2727,6.0,1.0,,1.0
2728,11.0,1.0,,1.0
2729,35.0,2.0,2.0,1.0
2730,42.0,1.0,2.0,1.0
2731,3.0,1.0,,1.0
2732,73.0,1.0,2.0,1.0
2733,30.0,1.0,2.0,1.0
2734,,2.0,,1.0
2735,18.0,1.0,2.0,2.0
2736,15.0,2.0,,1.0
2737,9.0,1.0,,1.0
2738,20.0,1.0,2.0,1.0
2739,0.0,2.0,,1.0
2740,3.0,2.0,,1.0
2741,15.0,1.0,,1.0
2742,16.0,2.0,,1.0
2743,16.0,2.0,,1.0
2744,15.0,1.0,,1.0
2745,4.0,1.0,,1.0
2746,25.0,2.0,2.0,1.0
2747,4.0,1.0,,1.0
2748,17.0,1.0,2.0,2.0
2749,5.0,2.0,,1.0
2750,17.0,2.0,2.0,1.0
2751,11.0,2.0,,1.0
2752,26.0,2.0,2.0,2.0
2753,31.0,1.0,2.0,2.0
2754,65.0,1.0,2.0,1.0
2755,1.0,2.0,,1.0
2756,30.0,2.0,2.0,1.0
2757,78.0,1.0,1.0,1.0
2758,74.0,1.0,1.0,1.0
2759,33.0,2.0,2.0,1.0
2760,8.0,1.0,,2.0
2761,77.0,2.0,2.0,1.0
2762,51.0,2.0,2.0,1.0
2763,4.0,2.0,,1.0
2764,18.0,2.0,2.0,1.0
2765,,1.0,,2.0
2766,32.0,2.0,2.0,2.0
2767,9.0,1.0,,1.0
2768,21.0,2.0,2.0,2.0
2769,,1.0,,1.0
2770,19.0,2.0,2.0,2.0
2771,24.0,1.0,2.0,1.0
2772,20.0,1.0,2.0,1.0
2773,13.0,2.0,,1.0
2774,17.0,2.0,2.0,1.0
2775,18.0,1.0,2.0,1.0
2776,8.0,1.0,,1.0
2777,52.0,2.0,2.0,1.0
2778,17.0,2.0,2.0,1.0
2779,6.0,2.0,,1.0
2780,1.0,1.0,,1.0
2781,11.0,1.0,,1.0
2782,,1.0,,1.0
2783,0.0,2.0,,1.0
2784,22.0,2.0,2.0,1.0
2785,6.0,2.0,,1.0
2786,13.0,2.0,,2.0
2787,18.0,1.0,2.0,1.0
2788,34.0,1.0,2.0,2.0
2789,85.0,2.0,2.0,1.0
2790,50.0,2.0,2.0,2.0
2791,67.0,2.0,2.0,1.0
2792,2.0,2.0,,1.0
2793,0.0,1.0,,1.0
2794,30.0,1.0,2.0,2.0
2795,51.0,1.0,1.0,1.0
2796,5.0,1.0,,1.0
2797,3.0,2.0,,1.0
2798,64.0,1.0,2.0,1.0
2799,54.0,2.0,2.0,1.0
2800,1.0,2.0,,1.0
2801,44.0,2.0,2.0,1.0
2802,16.0,1.0,,1.0
2803,36.0,2.0,2.0,1.0
2804,12.0,2.0,,1.0
2805,92.0,2.0,,1.0
2806,2.0,2.0,,1.0
2807,32.0,1.0,2.0,1.0
2808,17.0,2.0,2.0,1.0
2809,42.0,1.0,1.0,1.0
2810,45.0,2.0,2.0,1.0
2811,36.0,2.0,2.0,1.0
2812,7.0,2.0,,1.0
2813,1.0,1.0,,1.0
2814,23.0,2.0,2.0,1.0
2815,33.0,2.0,2.0,1.0
2816,63.0,1.0,2.0,2.0
2817,59.0,1.0,1.0,1.0
2818,21.0,2.0,2.0,1.0
2819,68.0,2.0,2.0,1.0
2820,48.0,1.0,2.0,2.0
2821,46.0,1.0,2.0,1.0
2822,56.0,1.0,2.0,1.0
2823,19.0,1.0,2.0,2.0
2824,4.0,1.0,,1.0
2825,70.0,2.0,2.0,1.0
2826,3.0,1.0,,1.0
2827,37.0,2.0,2.0,1.0
2828,4.0,2.0,,1.0
2829,6.0,2.0,,1.0
2830,66.0,2.0,2.0,1.0
2831,61.0,1.0,2.0,1.0
2832,8.0,2.0,,1.0
2833,13.0,2.0,,1.0
2834,52.0,2.0,2.0,1.0
2835,3.0,2.0,,1.0
2836,6.0,2.0,,1.0
2837,21.0,2.0,2.0,2.0
2838,8.0,2.0,,1.0
2839,18.0,2.0,2.0,2.0
2840,9.0,1.0,,1.0
2841,33.0,1.0,2.0,1.0
2842,12.0,2.0,,1.0
2843,30.0,2.0,2.0,1.0
2844,63.0,2.0,2.0,1.0
2845,12.0,1.0,,2.0
2846,19.0,2.0,2.0,1.0
2847,16.0,2.0,,1.0
2848,1.0,1.0,,1.0
2849,25.0,1.0,2.0,2.0
2850,56.0,2.0,2.0,1.0
2851,31.0,2.0,2.0,1.0
2852,54.0,1.0,2.0,2.0
2853,13.0,1.0,,2.0
2854,17.0,2.0,2.0,1.0
2855,66.0,2.0,2.0,1.0
2856,6.0,2.0,,1.0
2857,26.0,1.0,2.0,2.0
2858,80.0,2.0,2.0,1.0
2859,28.0,2.0,2.0,1.0
2860,48.0,2.0,2.0,1.0
2861,14.0,2.0,,1.0
2862,50.0,2.0,2.0,1.0
2863,16.0,1.0,,1.0
2864,71.0,2.0,2.0,1.0
2865,18.0,1.0,2.0,1.0
2866,3.0,1.0,,1.0
2867,8.0,1.0,,1.0
2868,2.0,1.0,,1.0
2869,82.0,1.0,1.0,1.0
2870,15.0,1.0,,1.0
2871,4.0,1.0,,1.0
2872,16.0,1.0,,1.0
2873,14.0,1.0,,1.0
2874,9.0,2.0,,1.0
2875,13.0,2.0,,1.0
2876,7.0,2.0,,1.0
2877,6.0,1.0,,1.0
2878,12.0,2.0,,1.0
2879,9.0,2.0,,1.0
2880,64.0,1.0,1.0,1.0
2881,5.0,1.0,,1.0
2882,1.0,1.0,,1.0
2883,2.0,1.0,,1.0
2884,72.0,1.0,2.0,2.0
2885,37.0,1.0,1.0,1.0
2886,1.0,2.0,,1.0
2887,54.0,1.0,1.0,1.0
2888,15.0,2.0,,1.0
2889,1.0,1.0,,1.0
2890,35.0,2.0,2.0,1.0
2891,6.0,1.0,,1.0
2892,34.0,2.0,2.0,1.0
2893,27.0,1.0,2.0,1.0
2894,2.0,1.0,,1.0
2895,76.0,2.0,2.0,1.0
2896,10.0,2.0,,1.0
2897,77.0,1.0,2.0,1.0
2898,32.0,2.0,2.0,1.0
2899,56.0,2.0,2.0,1.0
2900,18.0,2.0,2.0,1.0
2901,0.0,2.0,,1.0
2902,0.0,1.0,,1.0
2903,6.0,2.0,,1.0
2904,28.0,1.0,2.0,1.0
2905,3.0,1.0,,1.0
2906,103.0,2.0,2.0,1.0
2907,45.0,2.0,2.0,1.0
2908,4.0,1.0,,1.0
2909,0.0,2.0,,1.0
2910,1.0,1.0,,1.0
2911,17.0,2.0,2.0,1.0
2912,71.0,1.0,2.0,2.0
2913,17.0,2.0,2.0,1.0
2914,4.0,1.0,,1.0
2915,65.0,1.0,2.0,1.0
2916,10.0,1.0,,1.0
2917,51.0,2.0,2.0,1.0
2918,6.0,1.0,,2.0
2919,15.0,2.0,,1.0
2920,2.0,2.0,,1.0
2921,24.0,2.0,2.0,1.0
2922,61.0,2.0,2.0,1.0
2923,32.0,2.0,2.0,2.0
2924,57.0,2.0,2.0,1.0
2925,81.0,1.0,1.0,1.0
2926,17.0,1.0,2.0,2.0
2927,77.0,2.0,2.0,1.0
2928,31.0,2.0,2.0,1.0
2929,61.0,2.0,2.0,1.0
2930,18.0,2.0,2.0,2.0
2931,17.0,1.0,2.0,1.0
2932,70.0,2.0,2.0,1.0
2933,25.0,1.0,2.0,1.0
2934,55.0,2.0,2.0,1.0
2935,4.0,1.0,,1.0
2936,66.0,1.0,1.0,1.0
2937,29.0,1.0,2.0,1.0
2938,80.0,1.0,1.0,1.0
2939,21.0,2.0,2.0,1.0
2940,65.0,2.0,2.0,1.0
2941,23.0,2.0,2.0,1.0
2942,65.0,2.0,2.0,1.0
2943,10.0,1.0,,1.0
2944,22.0,2.0,2.0,2.0
2945,16.0,2.0,,1.0
2946,30.0,1.0,2.0,1.0
2947,75.0,1.0,2.0,2.0
2948,67.0,1.0,2.0,1.0
2949,,1.0,,1.0
2950,17.0,1.0,2.0,2.0
2951,21.0,1.0,2.0,1.0
2952,14.0,2.0,,2.0
2953,34.0,1.0,2.0,2.0
2954,17.0,1.0,2.0,1.0
2955,5.0,2.0,,1.0
2956,31.0,2.0,1.0,1.0
2957,16.0,1.0,,1.0
2958,9.0,1.0,,1.0
2959,15.0,1.0,,2.0
2960,13.0,1.0,,1.0
2961,1.0,1.0,,1.0
2962,73.0,1.0,2.0,1.0
2963,10.0,2.0,,1.0
2964,14.0,2.0,,1.0
2965,18.0,2.0,2.0,1.0
2966,4.0,2.0,,1.0
2967,18.0,1.0,2.0,1.0
2968,74.0,2.0,2.0,1.0
2969,24.0,1.0,2.0,1.0
2970,16.0,2.0,,1.0
2971,16.0,1.0,,1.0
2972,0.0,1.0,,1.0
2973,62.0,1.0,2.0,1.0
2974,13.0,2.0,,1.0
2975,11.0,1.0,,1.0
2976,7.0,2.0,,1.0
2977,69.0,2.0,2.0,1.0
2978,63.0,1.0,1.0,1.0
2979,81.0,1.0,1.0,1.0
2980,30.0,1.0,2.0,1.0
2981,,2.0,,1.0
2982,9.0,2.0,,1.0
2983,12.0,2.0,,1.0
2984,58.0,1.0,2.0,1.0
2985,13.0,2.0,,1.0
2986,0.0,1.0,,1.0
2987,69.0,1.0,1.0,1.0
2988,30.0,2.0,2.0,1.0
2989,12.0,2.0,,1.0
2990,45.0,1.0,2.0,2.0
2991,30.0,1.0,2.0,2.0
2992,53.0,1.0,1.0,1.0
2993,41.0,1.0,2.0,2.0
2994,15.0,1.0,,1.0
2995,17.0,2.0,2.0,1.0
2996,4.0,2.0,,1.0
2997,1.0,2.0,,1.0
2998,1.0,2.0,,1.0
2999,48.0,1.0,2.0,1.0
3000,37.0,1.0,2.0,1.0
3001,13.0,2.0,,1.0
3002,3.0,1.0,,1.0
3003,8.0,2.0,,1.0
3004,10.0,1.0,,1.0
3005,17.0,2.0,2.0,1.0
3006,23.0,1.0,2.0,1.0
3007,9.0,2.0,,1.0
3008,62.0,2.0,2.0,1.0
3009,0.0,1.0,,1.0
3010,15.0,1.0,,1.0
3011,28.0,2.0,2.0,2.0
3012,4.0,1.0,,1.0
3013,73.0,2.0,2.0,1.0
3014,15.0,1.0,,1.0
3015,4.0,1.0,,1.0
3016,11.0,2.0,,1.0
3017,13.0,2.0,,1.0
3018,53.0,1.0,1.0,1.0
3019,6.0,1.0,,1.0
3020,27.0,1.0,2.0,2.0
3021,65.0,2.0,2.0,1.0
3022,13.0,1.0,,1.0
3023,12.0,1.0,,2.0
3024,25.0,2.0,2.0,1.0
3025,11.0,1.0,,1.0
3026,28.0,2.0,2.0,1.0
3027,6.0,1.0,,1.0
3028,19.0,2.0,2.0,1.0
3029,31.0,1.0,2.0,1.0
3030,13.0,1.0,,2.0
3031,6.0,1.0,,1.0
3032,19.0,2.0,2.0,1.0
3033,84.0,2.0,2.0,1.0
3034,16.0,2.0,,1.0
3035,69.0,2.0,2.0,1.0
3036,3.0,1.0,,1.0
3037,56.0,1.0,2.0,1.0
3038,16.0,2.0,,1.0
3039,56.0,2.0,2.0,2.0
3040,20.0,2.0,2.0,1.0
3041,7.0,1.0,,1.0
3042,5.0,1.0,,1.0
3043,53.0,2.0,2.0,2.0
3044,8.0,2.0,,1.0
3045,73.0,2.0,2.0,1.0
3046,6.0,1.0,,1.0
3047,19.0,2.0,2.0,1.0
3048,27.0,1.0,2.0,2.0
3049,17.0,1.0,2.0,1.0
3050,10.0,2.0,,1.0
3051,0.0,1.0,,1.0
3052,13.0,2.0,,1.0
3053,31.0,2.0,2.0,1.0
3054,68.0,2.0,2.0,1.0
3055,47.0,2.0,2.0,1.0
3056,13.0,1.0,,2.0
3057,14.0,2.0,,1.0
3058,81.0,2.0,2.0,1.0
3059,66.0,1.0,1.0,1.0
3060,12.0,1.0,,1.0
3061,10.0,1.0,,1.0
3062,25.0,2.0,2.0,1.0
3063,17.0,1.0,2.0,1.0
3064,19.0,1.0,2.0,2.0
3065,15.0,2.0,,1.0
3066,38.0,2.0,2.0,1.0
3067,3.0,2.0,,1.0
3068,16.0,1.0,,1.0
3069,0.0,1.0,,1.0
3070,14.0,1.0,,1.0
3071,11.0,2.0,,1.0
3072,26.0,2.0,2.0,1.0
3073,18.0,2.0,2.0,1.0
3074,23.0,1.0,2.0,1.0
3075,85.0,2.0,2.0,1.0
3076,0.0,1.0,,1.0
3077,19.0,2.0,2.0,1.0
3078,11.0,2.0,,1.0
3079,8.0,1.0,,1.0
3080,51.0,1.0,1.0,1.0
3081,27.0,2.0,2.0,1.0
3082,2.0,1.0,,1.0
3083,14.0,2.0,,1.0
3084,11.0,1.0,,1.0
3085,68.0,1.0,1.0,1.0
3086,9.0,2.0,,1.0
3087,33.0,2.0,2.0,1.0
3088,10.0,2.0,,1.0
3089,67.0,2.0,2.0,1.0
3090,13.0,2.0,,1.0
3091,17.0,2.0,2.0,1.0
3092,7.0,1.0,,1.0
3093,75.0,2.0,2.0,1.0
3094,25.0,1.0,2.0,1.0
3095,64.0,1.0,2.0,1.0
3096,0.0,2.0,,1.0
3097,24.0,2.0,2.0,1.0
3098,68.0,2.0,2.0,1.0
3099,33.0,1.0,2.0,1.0
3100,20.0,2.0,2.0,1.0
3101,5.0,2.0,,1.0
3102,38.0,2.0,2.0,1.0
3103,12.0,2.0,,1.0
